date,horizon,rate,n
20231213,2026,2.625,4
20231213,longer_run,2.625,1
20231213,2026,2.5,1
20231213,longer_run,2.5,8
20231213,2025,2.375,1
20231213,2026,2.375,3
20231213,longer_run,2.375,3
20240320,2024,5.375,2
20240320,2025,5.375,1
20240320,2024,5.125,2
20240320,2024,4.875,5
20240320,2026,4.875,1
20240320,2024,4.625,9
20240320,2024,4.375,1
20240320,2025,4.375,2
20240320,2025,4.125,1
20240320,2025,3.875,6
20240320,longer_run,3.75,1
20240320,2025,3.625,5
20240320,2026,3.625,1
20240320,longer_run,3.5,2
20240320,2025,3.375,1
20240320,2026,3.375,2
20240320,2025,3.125,2
20240320,2026,3.125,6
20240320,longer_run,3.125,1
20240320,longer_run,3.0,3
20240320,2026,2.875,5
20240320,longer_run,2.75,1
20240320,2025,2.625,1
20240320,2026,2.625,1
20240320,longer_run,2.625,1
20240320,2026,2.5,1
20240320,longer_run,2.5,8
20240320,2026,2.375,2
20240320,longer_run,2.375,1
20240612,2024,5.375,4
20240612,2025,5.375,1
20240612,2024,5.125,7
20240612,2024,4.875,8
20240612,2025,4.875,1
20240612,2026,4.875,1
20240612,2025,4.375,4
20240612,2025,4.125,9
20240612,2026,4.125,1
20240612,2025,3.875,2
20240612,longer_run,3.75,1
20240612,2025,3.625,1
20240612,2026,3.625,3
20240612,longer_run,3.625,1
20240612,longer_run,3.5,2
20240612,2026,3.375,3
20240612,2026,3.125,7
20240612,longer_run,3.125,1
20240612,longer_run,3.0,4
20240612,2025,2.875,1
20240612,2026,2.875,2
20240612,longer_run,2.75,3
20240612,2026,2.625,1
20240612,longer_run,2.625,1
20240612,longer_run,2.5,5
20240612,2026,2.375,1
20240612,longer_run,2.375,1
20240918,2024,4.875,2
20240918,2024,4.625,7
20240918,2024,4.375,9
20240918,2024,4.125,1
20240918,2025,4.125,1
20240918,2025,3.875,1
20240918,2026,3.875,1
20240918,2027,3.875,1
20240918,longer_run,3.75,1
20240918,2025,3.625,3
20240918,2026,3.625,3
20240918,2027,3.625,3
20240918,longer_run,3.625,1
20240918,longer_run,3.5,2
20240918,2025,3.375,6
20240918,2026,3.375,3
20240918,2027,3.375,3
20240918,longer_run,3.375,2
20240918,longer_run,3.25,1
20240918,2025,3.125,6
20240918,2026,3.125,2
20240918,2027,3.125,2
20240918,longer_run,3.0,2
20240918,2025,2.875,2
20240918,2026,2.875,6
20240918,2027,2.875,5
20240918,longer_run,2.875,2
20240918,longer_run,2.75,3
20240918,2026,2.625,3
20240918,2027,2.625,3
20240918,longer_run,2.625,1
20240918,longer_run,2.5,3
20240918,2026,2.375,1
20240918,2027,2.375,2
20240918,longer_run,2.375,1
20241218,2024,4.625,4
20241218,2024,4.375,15
20241218,2025,4.375,1
20241218,2025,4.125,3
20241218,2025,3.875,10
20241218,2026,3.875,3
20241218,2027,3.875,2
20241218,longer_run,3.875,1
20241218,longer_run,3.75,1
20241218,2025,3.625,3
20241218,2026,3.625,4
20241218,2027,3.625,4
20241218,longer_run,3.625,2
20241218,longer_run,3.5,2
20241218,2025,3.375,1
20241218,2026,3.375,5
20241218,2027,3.375,1
20241218,longer_run,3.375,1
20241218,2025,3.125,1
20241218,2026,3.125,4
20241218,2027,3.125,7
20241218,longer_run,3.125,1
20241218,longer_run,3.0,3
20241218,2026,2.875,1
20241218,2027,2.875,2
20241218,longer_run,2.875,4
20241218,2026,2.75,1
20241218,2027,2.75,1
20241218,longer_run,2.75,1
20241218,2027,2.625,1
20241218,longer_run,2.625,1
20241218,longer_run,2.5,1
20241218,2026,2.375,1
20241218,2027,2.375,1
20241218,longer_run,2.375,1
20250319,2025,4.375,4
20250319,2025,4.125,4
20250319,2026,4.125,3
20250319,2025,3.875,9
20250319,2026,3.875,1
20250319,2027,3.875,2
20250319,longer_run,3.875,1
20250319,longer_run,3.75,1
20250319,2025,3.625,2
20250319,2026,3.625,2
20250319,2027,3.625,4
20250319,longer_run,3.625,2
20250319,longer_run,3.5,2
20250319,2026,3.375,9
20250319,2027,3.375,2
20250319,longer_run,3.375,1
20250319,2026,3.125,1
20250319,2027,3.125,6
20250319,longer_run,3.125,1
20250319,longer_run,3.0,3
20250319,2026,2.875,3
20250319,2027,2.875,3
20250319,longer_run,2.875,4
20250319,2027,2.625,2
20250319,longer_run,2.625,2
20250319,longer_run,2.5,2
20250618,2025,4.375,7
20250618,2025,4.125,2
20250618,2026,4.125,1
20250618,2025,3.875,8
20250618,2026,3.875,5
20250618,2027,3.875,2
20250618,longer_run,3.875,1
20250618,longer_run,3.75,1
20250618,2025,3.625,2
20250618,2026,3.625,4
20250618,2027,3.625,3
20250618,longer_run,3.625,2
20250618,longer_run,3.5,2
20250618,2026,3.375,5
20250618,2027,3.375,6
20250618,longer_run,3.375,1
20250618,2026,3.125,2
20250618,2027,3.125,3
20250618,longer_run,3.125,1
20250618,longer_run,3.0,3
20250618,2026,2.875,1
20250618,2027,2.875,3
20250618,longer_run,2.875,4
20250618,2026,2.625,1
20250618,2027,2.625,2
20250618,longer_run,2.625,2
20250618,longer_run,2.5,2
20250917,2025,4.375,1
20250917,2025,4.125,6
20250917,2025,3.875,2
20250917,2026,3.875,2
20250917,2027,3.875,2
20250917,2028,3.875,2
20250917,longer_run,3.875,1
20250917,longer_run,3.75,1
20250917,2025,3.625,9
20250917,2026,3.625,6
20250917,2027,3.625,2
20250917,2028,3.625,2
20250917,longer_run,3.625,1
20250917,longer_run,3.5,1
20250917,2026,3.375,2
20250917,2027,3.375,2
20250917,2028,3.375,2
20250917,longer_run,3.375,2
20250917,longer_run,3.25,1
20250917,2026,3.125,4
20250917,2027,3.125,7
20250917,2028,3.125,5
20250917,longer_run,3.125,2
20250917,longer_run,3.0,4
20250917,2025,2.875,1
20250917,2026,2.875,3
20250917,2027,2.875,3
20250917,2028,2.875,4
20250917,longer_run,2.875,1
20250917,2028,2.75,1
20250917,longer_run,2.75,2
20250917,2026,2.625,2
20250917,2027,2.625,2
20250917,2028,2.625,3
20250917,longer_run,2.625,3
20250917,2027,2.375,1
20251210,2025,3.875,6
20251210,2026,3.875,3
20251210,2027,3.875,2
20251210,2028,3.875,2
20251210,longer_run,3.875,1
20251210,longer_run,3.75,1
20251210,2025,3.625,12
20251210,2026,3.625,4
20251210,2027,3.625,2
20251210,2028,3.625,2
20251210,longer_run,3.625,1
20251210,longer_run,3.5,1
20251210,2025,3.375,1
20251210,2026,3.375,4
20251210,2027,3.375,3
20251210,2028,3.375,2
20251210,longer_run,3.375,2
20251210,longer_run,3.25,1
20251210,2026,3.125,4
20251210,2027,3.125,6
20251210,2028,3.125,6
20251210,longer_run,3.125,2
20251210,longer_run,3.0,5
20251210,2026,2.875,2
20251210,2027,2.875,3
20251210,2028,2.875,3
20251210,longer_run,2.875,1
20251210,2028,2.75,1
20251210,longer_run,2.75,1
20251210,2026,2.625,1
20251210,2027,2.625,2
20251210,2028,2.625,3
20251210,longer_run,2.625,3
20251210,2027,2.375,1
20251210,2026,2.125,1
20260318,2027,3.875,1
20260318,2028,3.875,1
20260318,longer_run,3.875,1
20260318,longer_run,3.75,1
20260318,2026,3.625,7
20260318,2027,3.625,3
20260318,2028,3.625,3
20260318,longer_run,3.625,1
20260318,longer_run,3.5,1
20260318,2026,3.375,7
20260318,2027,3.375,4
20260318,2028,3.375,3
20260318,longer_run,3.375,2
20260318,longer_run,3.25,1
20260318,2026,3.125,2
20260318,2027,3.125,6
20260318,2028,3.125,7
20260318,longer_run,3.125,3
20260318,longer_run,3.0,5
20260318,2026,2.875,2
20260318,2027,2.875,3
20260318,2028,2.875,3
20260318,longer_run,2.875,2
20260318,2026,2.625,1
20260318,2027,2.625,1
20260318,2028,2.625,2
20260318,longer_run,2.625,2
20260318,2027,2.375,1
20260617,2026,4.375,1
20260617,2027,4.375,1
20260617,2026,4.125,5
20260617,2027,4.125,2
20260617,2026,3.875,3
20260617,2027,3.875,5
20260617,2028,3.875,3
20260617,longer_run,3.875,1
20260617,longer_run,3.75,1
20260617,2026,3.625,8
20260617,2027,3.625,2
20260617,2028,3.625,5
20260617,longer_run,3.625,1
20260617,longer_run,3.5,1
20260617,2026,3.375,1
20260617,2027,3.375,3
20260617,2028,3.375,2
20260617,longer_run,3.375,2
20260617,longer_run,3.25,1
20260617,2027,3.125,4
20260617,2028,3.125,6
20260617,longer_run,3.125,2
20260617,longer_run,3.0,7
20260617,2027,2.875,1
20260617,2028,2.875,1
20260617,longer_run,2.875,2
20260916,2026,4.375,4
20260916,2027,4.375,8
20260916,2026,4.125,12
20260916,2027,4.125,6
20260916,2028,4.125,4
20260916,2026,3.875,2
20260916,2028,3.875,5
20260916,2029,3.875,3
20260916,longer_run,3.875,2
20260916,longer_run,3.75,1
20260916,2027,3.625,3
20260916,2028,3.625,3
20260916,2029,3.625,7
20260916,longer_run,3.625,2
20260916,longer_run,3.5,2
20260916,2028,3.375,1
20260916,2029,3.375,2
20260916,longer_run,3.375,1
20260916,longer_run,3.25,2
20260916,2027,3.125,1
20260916,2028,3.125,4
20260916,2029,3.125,4
20260916,longer_run,3.125,1
20260916,longer_run,3.0,6
20260916,2029,2.875,1
20260916,longer_run,2.875,1
